time,auc
1.000000,0.37829614604462475
2.000000,0.4339300937766411
3.000000,0.49312005503955963
4.000000,0.6214035087719298
5.000000,0.5619405656999642
6.000000,0.6620979532163743
7.000000,0.8300147492625369
8.000000,0.8273394840896253
9.000000,0.7368920972644377
10.000000,0.766498447204969
11.000000,0.799255777516647
12.000000,0.8737154150197628
13.000000,0.8082828282828283
14.000000,0.8283384301732926
15.000000,0.8611342785654712
16.000000,0.921506734006734
17.000000,0.9242032730404823
18.000000,0.9349647266313933
19.000000,0.9383622607921672
20.000000,0.9510332434860737
21.000000,0.9420156465715601
22.000000,0.9368176538908246
23.000000,0.9256566604127581
24.000000,0.9149893440681979
25.000000,0.9101941747572816
26.000000,0.9412496888225043
27.000000,0.9509803921568627
28.000000,0.9375476009139376
29.000000,0.9674358974358974
30.000000,0.9461279461279462
31.000000,0.9392987964416535
32.000000,0.9476605868358445
33.000000,0.9289529914529913
34.000000,0.9487179487179488
35.000000,0.9380796508456083
36.000000,0.9582866741321389
37.000000,0.9363327674023768
38.000000,0.9565217391304347
39.000000,0.9667437825332563
40.000000,0.9713450292397661
41.000000,0.9513513513513514
42.000000,0.9356210142726997
43.000000,0.9363295880149812
44.000000,0.9482323232323232
45.000000,0.9467532467532468
46.000000,0.9435139573070608
47.000000,0.9469235970250169
48.000000,0.9463064295485635
49.000000,0.9534883720930232
50.000000,0.9484011627906976
51.000000,0.9474264705882354
52.000000,0.943452380952381
53.000000,0.9443164362519202
54.000000,0.9603174603174603
55.000000,0.9714859437751004
56.000000,0.9650406504065041
57.000000,0.9724279835390947
58.000000,0.9674999999999999
59.000000,0.9672413793103448
60.000000,0.9681361850720209
61.000000,0.9683544303797469
62.000000,0.972808251289264
63.000000,0.9672364672364673
64.000000,0.9640039447731756
65.000000,0.9665334665334666
66.000000,0.9677922077922079
67.000000,0.9686147186147186
68.000000,0.9745906267645397
69.000000,0.9731121281464531
70.000000,0.9657971014492753
71.000000,0.9741480611045829
72.000000,0.9748157248157248
73.000000,0.973225404732254
74.000000,0.9696969696969697
75.000000,0.9750320102432779
76.000000,0.9766233766233766
77.000000,0.969038208168643
78.000000,0.9759358288770054
79.000000,0.9761904761904763
80.000000,0.9722814498933903
81.000000,0.9761904761904763
82.000000,0.9712121212121212
83.000000,0.9723076923076923
84.000000,0.9692307692307692
85.000000,0.9760683760683759
86.000000,0.9774305555555556
87.000000,0.9832451499118166
88.000000,0.9829749103942652
89.000000,0.9817850637522768
90.000000,0.987037037037037
91.000000,0.9852941176470589
92.000000,0.9870388833499502
93.000000,0.9841101694915254
94.000000,0.9870689655172413
95.000000,0.9857456140350876
96.000000,0.984375
97.000000,0.984090909090909
98.000000,0.986111111111111
99.000000,0.9905660377358491
100.000000,0.9951923076923076
101.000000,0.9938725490196079
102.000000,0.995
103.000000,0.9961734693877551
104.000000,0.9945578231292517
105.000000,0.9902777777777777
106.000000,0.9940476190476191
107.000000,0.9969604863221884
108.000000,0.9953416149068324
109.000000,0.9933110367892977
110.000000,0.9945652173913044
111.000000,0.9925925925925927
112.000000,0.991919191919192
113.000000,0.9958677685950413
114.000000,0.9957716701902748
115.000000,0.9976744186046511
116.000000,1.0
117.000000,1.0
118.000000,1.0
119.000000,1.0
120.000000,1.0
121.000000,1.0
122.000000,1.0
123.000000,1.0
124.000000,1.0
125.000000,1.0
126.000000,1.0
127.000000,1.0
128.000000,1.0
129.000000,1.0
130.000000,1.0
131.000000,1.0
132.000000,1.0
133.000000,1.0
134.000000,1.0
135.000000,1.0
136.000000,1.0
137.000000,1.0
138.000000,1.0
139.000000,1.0
140.000000,1.0
141.000000,1.0
142.000000,1.0
143.000000,1.0
144.000000,1.0
145.000000,1.0
146.000000,1.0
147.000000,1.0
148.000000,1.0
149.000000,1.0
150.000000,1.0
151.000000,1.0
152.000000,None
153.000000,None
154.000000,None
155.000000,None
156.000000,None
157.000000,None
158.000000,None
159.000000,None
160.000000,None
161.000000,None
162.000000,None
163.000000,None
164.000000,None
165.000000,None
166.000000,None
167.000000,None
168.000000,None
