time,auc
1.000000,0.4682051282051283
2.000000,0.7254491540205826
3.000000,0.46657283603096417
4.000000,0.6147293700088732
5.000000,0.7357679914070892
6.000000,0.6270543615676359
7.000000,0.6310131195335278
8.000000,0.754918183489612
9.000000,0.7636363636363636
10.000000,0.817824377457405
11.000000,0.8395691609977325
12.000000,0.7820216049382717
13.000000,0.8849487785657999
14.000000,0.8500695963412209
15.000000,0.8424327579285429
16.000000,0.8305988515176373
17.000000,0.9062893081761006
18.000000,0.9212698412698412
19.000000,0.9300865800865801
20.000000,0.9195804195804197
21.000000,0.9432921447484554
22.000000,0.9483065953654188
23.000000,0.9040127678978568
24.000000,0.9382915035689615
25.000000,0.9265116279069767
26.000000,0.9416666666666667
27.000000,0.9324390243902438
28.000000,0.9505
29.000000,0.9492424242424242
30.000000,0.9313775510204081
31.000000,0.947680412371134
32.000000,0.9312714776632303
33.000000,0.9294628323385784
34.000000,0.9526330454165506
35.000000,0.9481672394043528
36.000000,0.9375552282768778
37.000000,0.95625
38.000000,0.9638480392156863
39.000000,0.961489898989899
40.000000,0.9586588541666666
41.000000,0.9638157894736843
42.000000,0.9606112054329372
43.000000,0.9447494852436513
44.000000,0.9559486645855012
45.000000,0.958976157082749
46.000000,0.9617157036511875
47.000000,0.9473118279569892
48.000000,0.9572308807538964
49.000000,0.9574780058651026
50.000000,0.9551353355580274
51.000000,0.9636015325670497
52.000000,0.9802325581395348
53.000000,0.9699278267842824
54.000000,0.9663286004056795
55.000000,0.9667487684729064
56.000000,0.9642708766098879
57.000000,0.9703098106712564
58.000000,0.9727800089245873
59.000000,0.9805781391147245
60.000000,0.9798311444652908
61.000000,0.9791073124406457
62.000000,0.9817307692307693
63.000000,0.98539435248296
64.000000,0.9847140039447732
65.000000,0.9835164835164835
66.000000,0.9802631578947368
67.000000,0.981025641025641
68.000000,0.989085239085239
69.000000,0.9854054054054054
70.000000,0.9870495495495495
71.000000,0.9885844748858448
72.000000,0.986111111111111
73.000000,0.9903381642512077
74.000000,0.9871402327005511
75.000000,0.9881987577639751
76.000000,0.9899180844360429
77.000000,0.9884910485933505
78.000000,0.9883192731992213
79.000000,0.9874835309617919
80.000000,0.9834710743801653
81.000000,0.9855699855699855
82.000000,0.9882783882783883
83.000000,0.9836309523809523
84.000000,0.98984375
85.000000,0.9860197368421053
86.000000,0.984375
87.000000,0.9867724867724867
88.000000,0.9865591397849462
89.000000,0.9854280510018215
90.000000,0.9842592592592592
91.000000,0.987758945386064
92.000000,0.9827586206896551
93.000000,0.9837728194726166
94.000000,0.9865841073271414
95.000000,0.9890350877192982
96.000000,0.9899553571428572
97.000000,0.9857142857142858
98.000000,0.989090909090909
99.000000,0.9925925925925926
100.000000,0.988095238095238
101.000000,0.9905660377358491
102.000000,0.9941944847605225
103.000000,0.9881656804733727
104.000000,0.9834087481146305
105.000000,0.9918300653594772
106.000000,0.99
107.000000,0.9863945578231293
108.000000,0.9947916666666667
109.000000,0.9886363636363635
110.000000,0.9941972920696326
111.000000,0.9881422924901185
112.000000,0.9878787878787878
113.000000,0.9876033057851239
114.000000,0.9915433403805497
115.000000,0.9953488372093023
116.000000,0.9952380952380951
117.000000,0.9947089947089947
118.000000,0.994579945799458
119.000000,0.9972222222222222
120.000000,0.9943019943019943
121.000000,0.9941520467836258
122.000000,0.993993993993994
123.000000,1.0
124.000000,1.0
125.000000,1.0
126.000000,1.0
127.000000,1.0
128.000000,1.0
129.000000,1.0
130.000000,1.0
131.000000,1.0
132.000000,1.0
133.000000,1.0
134.000000,1.0
135.000000,1.0
136.000000,1.0
137.000000,1.0
138.000000,1.0
139.000000,1.0
140.000000,1.0
141.000000,1.0
142.000000,1.0
143.000000,1.0
144.000000,1.0
145.000000,1.0
146.000000,1.0
147.000000,1.0
148.000000,1.0
149.000000,1.0
150.000000,1.0
151.000000,1.0
152.000000,None
153.000000,None
154.000000,None
155.000000,None
156.000000,None
157.000000,None
158.000000,None
159.000000,None
160.000000,None
161.000000,None
162.000000,None
163.000000,None
164.000000,None
165.000000,None
166.000000,None
167.000000,None
168.000000,None
